product,quantity,price,date,region
Grapes,12,5.087194820121086,2023-02-26,West
Pineapples,20,6.815733704041576,2023-10-05,North
Mangoes,5,3.0633342851687377,2023-10-12,South
Pineapples,4,8.928394297803443,2023-06-30,North
Bananas,7,4.76118280430776,2023-08-02,South
Apples,15,5.542192879844329,2023-12-02,East
Strawberries,12,2.0488005714352466,2023-06-01,East
Bananas,5,4.8497836776227,2023-01-14,North
Grapes,15,9.003838690438965,2023-03-25,West
Apples,14,8.051084111064485,2023-06-08,West
Strawberries,8,2.109314775484923,2023-08-07,South
Bananas,4,7.24827761596893,2023-11-27,South
Strawberries,15,8.825788000427831,2023-07-14,South
Apples,3,5.100882969599398,2023-12-11,South
Grapes,5,9.883402621481098,2023-04-19,East
Bananas,19,5.483918917159909,2023-09-13,East
Grapes,19,4.820957327312942,2023-10-21,East
Pineapples,3,3.804913882795936,2023-12-28,North
Grapes,12,5.983507095430966,2023-12-27,North
Oranges,17,4.434891730817849,2023-03-31,West
Grapes,2,2.365828249609962,2023-10-31,West
Strawberries,16,5.336927528768984,2023-09-29,South
Strawberries,8,2.576093300588428,2023-04-21,West
Oranges,7,3.14977456409986,2023-08-16,East
Bananas,16,3.8501855156612517,2023-09-12,East
Grapes,17,7.523296307387703,2023-06-13,South
Apples,20,2.0756179395929744,2023-05-24,North
Grapes,8,1.9041616946187014,2023-10-18,North
Pineapples,14,3.6142447367447876,2023-02-01,West
Strawberries,1,3.7207628343486894,2023-05-02,South
Strawberries,2,4.034926710741327,2023-07-19,West
Mangoes,15,8.045244541360802,2023-02-14,West
Mangoes,5,3.114266726605066,2023-07-22,West
Mangoes,15,3.6182657455820104,2023-09-15,East
Bananas,1,4.608764022677022,2023-03-13,South
Bananas,19,5.7881281110598675,2023-12-10,East
Strawberries,17,3.672873866083876,2023-11-12,North
Grapes,1,6.711420781753143,2023-07-02,East
Strawberries,9,2.3314230449273996,2023-08-19,East
Pineapples,16,1.6515400079723035,2023-09-29,North
Grapes,17,5.312671152516792,2023-02-28,East
Grapes,2,8.472526683908507,2023-03-30,West
Strawberries,17,8.262874824931039,2023-08-02,North
Strawberries,15,9.054373687706814,2023-03-12,West
Mangoes,3,8.974382196213782,2023-06-30,East
Strawberries,19,3.6789265739274195,2023-03-29,North
Mangoes,10,2.0032545450658374,2023-12-16,East
Bananas,4,2.820842707909599,2023-01-21,East
Apples,17,5.0252571528354,2023-04-16,South
Oranges,11,4.330526866561112,2023-02-20,East
Apples,13,8.638941087997855,2023-07-10,South
Apples,6,6.917434547985307,2023-04-20,South
Mangoes,19,8.402161521496733,2023-12-26,North
Pineapples,16,4.140213429825799,2023-06-27,South
Bananas,8,6.338803002663834,2023-12-12,East
Strawberries,11,7.631237783986332,2023-02-15,East
Pineapples,5,4.5189061702802835,2023-02-25,South
Oranges,1,6.075560956179725,2023-06-19,East
Bananas,11,9.008623343465192,2023-12-31,East
Bananas,9,7.071594451446175,2023-12-25,South
Grapes,2,2.8391646143859077,2023-08-26,South
Bananas,12,4.545118765431257,2023-12-16,South
Bananas,13,5.214039487767287,2023-02-16,East
Apples,19,5.836170050607995,2023-02-16,West
Oranges,4,9.47098338858,2023-03-06,East
Pineapples,20,9.976176910536083,2023-09-13,South
Mangoes,8,8.090066924476874,2023-08-28,East
Apples,8,1.5933737184739112,2023-06-24,West
Apples,11,3.219394679078339,2023-05-03,West
Bananas,5,9.929613966324245,2023-07-27,South
Grapes,17,9.564066660670226,2023-11-12,South
Grapes,11,7.830591778220862,2023-08-09,East
Grapes,8,6.191875160918209,2023-04-17,South
Bananas,9,1.445013095013595,2023-10-25,East
Oranges,2,9.926121109075591,2023-03-12,East
Mangoes,17,4.411166869569798,2023-10-16,West
Pineapples,12,7.34932977839354,2023-11-23,South
Apples,17,2.484733833777909,2023-03-12,West
Mangoes,3,8.321464424931317,2023-08-08,West
Pineapples,2,8.057601460601798,2023-01-31,North
Bananas,9,5.312746190083144,2023-12-06,West
Grapes,12,3.8914841820171433,2023-01-10,West
Bananas,19,9.702214030235732,2023-12-14,East
Oranges,5,3.737828965221816,2023-05-03,West
Pineapples,5,2.506881862078824,2023-12-25,West
Grapes,5,7.328901500440177,2023-09-12,North
Apples,2,3.2114245664100913,2023-06-03,East
Apples,7,6.654195905039412,2023-05-11,East
Mangoes,3,8.580059876566267,2023-05-06,East
Pineapples,11,6.095422997302982,2023-11-13,West
Pineapples,20,4.169788619701098,2023-02-01,North
Bananas,18,9.10396425468763,2023-09-29,East
Grapes,3,4.6913922627578835,2023-05-12,West
Oranges,20,1.7064136919809005,2023-06-08,East
Apples,3,4.234798315383085,2023-10-21,South
Grapes,19,9.550517762473223,2023-10-30,South
Apples,8,8.325962615456508,2023-01-29,South
Strawberries,7,9.859101967792547,2023-09-10,South
Apples,7,7.391990857492145,2023-04-01,North
Oranges,12,3.1948881425391256,2023-09-02,North
Strawberries,11,2.3595636872251493,2023-02-19,West
Bananas,1,1.6548457241811794,2023-03-11,South
Mangoes,2,3.6379838095185413,2023-01-16,South
Mangoes,2,6.3511728737866475,2023-05-28,South
Grapes,9,3.5790937026407286,2023-05-20,East
Apples,8,4.554125583791291,2023-08-07,North
Oranges,18,9.992564514136316,2023-01-03,West
Pineapples,12,9.146101571606456,2023-11-28,North
Grapes,5,9.591727960346013,2023-05-09,West
Strawberries,14,1.0122340840285204,2023-12-08,West
Strawberries,1,5.201764762113504,2023-08-14,North
Mangoes,13,3.6100021340356965,2023-04-28,South
Pineapples,3,3.5548632957589765,2023-06-18,North
Mangoes,11,2.8111830674540665,2023-02-28,South
Mangoes,11,4.401489027825605,2023-06-10,East
Mangoes,10,4.071674046878179,2023-11-17,North
Apples,11,8.7251084928108,2023-12-29,South
Mangoes,5,6.770424491370132,2023-09-04,East
Strawberries,7,3.788457077650676,2023-07-08,West
Mangoes,9,2.9278008922762355,2023-05-28,South
Oranges,1,7.541259722178483,2023-02-04,South
Grapes,5,9.220165931173264,2023-01-30,North
Mangoes,1,7.522028260877854,2023-02-13,North
Pineapples,1,9.990448326920298,2023-01-13,East
Apples,16,4.502818834718667,2023-06-20,North
Grapes,8,8.051149466116348,2023-04-15,East
Mangoes,4,8.115239444701677,2023-10-20,South
Bananas,13,2.6501458367619377,2023-12-26,East
Apples,15,5.809107284932268,2023-06-23,North
Pineapples,10,2.8528022296535767,2023-12-13,South
Bananas,17,1.848372653547504,2023-06-22,East
Oranges,9,4.650290529211423,2023-08-14,North
Grapes,7,9.292839282559365,2023-08-10,North
Mangoes,8,8.838550308073962,2023-10-11,East
Mangoes,3,9.125468625312262,2023-04-07,East
Pineapples,19,9.837310611695672,2023-01-27,East
Strawberries,16,6.441706128627749,2023-09-07,East
Pineapples,6,7.542308850586532,2023-05-10,West
Oranges,6,2.9989208494944224,2023-11-23,South
Pineapples,13,7.513218108229754,2023-11-21,North
Bananas,19,2.060944084044354,2023-06-16,South
Oranges,16,8.322816844044631,2023-03-07,North
Grapes,6,7.5014383926576,2023-07-20,East
Oranges,14,4.307909735176093,2023-05-25,South
Apples,2,8.91053243266746,2023-11-28,West
Mangoes,11,6.245096449931419,2023-03-28,South
Strawberries,18,4.417592410593578,2023-07-13,East
Grapes,17,7.005853945055021,2023-01-08,South
Oranges,3,1.1598365824080115,2023-04-09,East
Grapes,2,1.4251757455553862,2023-11-18,East
Mangoes,1,5.0128945026952,2023-01-09,East
Strawberries,6,1.3504798459395815,2023-05-19,North
Mangoes,18,5.758533996316405,2023-03-23,North
Mangoes,2,3.575721655925967,2023-09-22,North
Strawberries,17,6.2251216803718545,2023-02-10,North
Mangoes,17,6.280840263492364,2023-06-09,East
Mangoes,6,1.943458671905983,2023-01-18,South
Oranges,13,4.965934783568334,2023-06-09,West
Grapes,18,7.529716069883762,2023-11-03,North
Bananas,12,5.76955032649154,2023-08-07,East
Mangoes,4,1.4671837196666888,2023-08-02,North
Oranges,19,6.398771524021317,2023-04-19,East
Grapes,14,5.904507521314082,2023-10-12,East
Strawberries,14,5.460253065755616,2023-05-29,South
Apples,5,3.6389135006003235,2023-01-18,East
Strawberries,15,1.9886126397716941,2023-11-22,North
Pineapples,19,3.582993171404667,2023-01-29,East
Apples,18,2.5824865893809315,2023-02-17,South
Strawberries,15,3.4956574278175836,2023-06-14,West
Oranges,15,2.673492099413605,2023-11-29,West
Pineapples,5,7.337411598138406,2023-12-27,West
Oranges,19,9.153268187298451,2023-06-10,South
Pineapples,4,9.982393849091606,2023-10-20,West
Strawberries,15,6.070750702047621,2023-02-07,East
Mangoes,9,6.769287360296193,2023-02-26,South
Pineapples,7,1.1536821920175142,2023-03-22,North
Strawberries,4,4.002493415965631,2023-06-10,East
Grapes,4,6.578414001217295,2023-09-30,West
Strawberries,16,1.7447660599329784,2023-02-28,North
Grapes,13,6.995060262540623,2023-12-20,East
Pineapples,13,4.347857190000572,2023-02-06,South
Pineapples,12,1.6353476854853717,2023-11-01,East
Pineapples,19,8.721381188951984,2023-07-18,South
Bananas,8,2.8663066461336237,2023-10-10,West
Pineapples,20,9.004637428915402,2023-09-18,South
Pineapples,6,8.445190035287368,2023-04-03,North
Pineapples,17,6.280417306229911,2023-03-12,South
Bananas,15,4.86918489239739,2023-01-03,South
Apples,16,8.01030049018524,2023-12-26,East
Strawberries,15,4.320197273759826,2023-03-20,North
Strawberries,5,6.914489155178543,2023-08-11,North
Pineapples,11,5.474462467927864,2023-08-08,West
Pineapples,13,9.494689049764057,2023-10-09,East
Oranges,16,7.910729271595878,2023-02-10,West
Oranges,19,9.792444512486657,2023-01-08,West
Bananas,9,6.497095681373791,2023-12-15,West
Grapes,5,4.726824033606573,2023-11-08,South
Strawberries,2,8.877595854874686,2023-07-18,South
Pineapples,20,8.932838426137018,2023-12-30,East
Pineapples,13,4.505998191704387,2023-09-29,North
Grapes,18,1.254230598308209,2023-03-14,North
Apples,17,7.988116313443335,2023-09-19,South
Oranges,6,1.2345763170644695,2023-05-07,South
Pineapples,12,8.475416949442728,2023-05-31,West
Grapes,16,8.799838564036634,2023-08-30,East
Apples,14,6.698143732653585,2023-12-27,West
Mangoes,15,6.643319124961499,2023-02-01,South
Strawberries,20,1.7460606123013762,2023-06-13,South
Grapes,4,3.3396524711552864,2023-11-06,West
Grapes,5,8.491213113074409,2023-08-17,West
Apples,14,2.9502590912161977,2023-01-06,North
Grapes,17,7.237673021291475,2023-08-19,East
Pineapples,17,2.156902839296312,2023-11-17,West
Pineapples,1,3.420534871948277,2023-11-11,West
Apples,3,1.3176233311251762,2023-09-08,South
Grapes,14,4.378896366425702,2023-08-30,South
Strawberries,7,6.257046861858631,2023-06-15,West
Bananas,13,6.266809861273243,2023-06-06,West
Bananas,9,5.666132001962351,2023-06-04,East
Grapes,11,1.447352837966397,2023-07-18,East
Oranges,10,2.7562830128115143,2023-08-12,West
Apples,5,2.1542163495246895,2023-08-13,East
Pineapples,8,4.055881265163206,2023-06-29,South
Oranges,7,9.135047672992865,2023-10-20,North
Mangoes,10,6.579761183142789,2023-09-12,East
Mangoes,7,9.676236353857755,2023-03-12,West
Apples,7,5.683125811981433,2023-03-30,North
Strawberries,7,6.767173375360652,2023-02-16,West
Pineapples,13,4.857613270663306,2023-09-16,South
Bananas,13,5.552086410738687,2023-07-29,North
Bananas,13,9.200228472217301,2023-04-24,North
Oranges,7,1.4940282310379591,2023-02-20,South
Bananas,15,2.9148015110136636,2023-08-05,South
Strawberries,8,7.150635287439137,2023-10-22,East
Bananas,16,3.0111788780800994,2023-11-18,East
Strawberries,4,3.621506340295894,2023-03-28,North
Bananas,15,8.189359153753678,2023-07-24,North
Apples,8,3.5031673309317024,2023-07-23,West
Apples,7,9.009894248845528,2023-01-21,North
Grapes,9,9.775594611270341,2023-01-01,North
Mangoes,3,3.4286996003590104,2023-12-31,South
Bananas,12,2.5818273356112496,2023-01-20,East
Apples,16,5.513220310435539,2023-11-25,South
Oranges,17,1.4654617138274797,2023-01-18,North
Apples,1,6.3393160483589455,2023-10-03,West
Mangoes,4,2.015714891000609,2023-04-01,East
Pineapples,6,9.5471356968093,2023-10-22,South
Grapes,17,5.120590787928105,2023-12-08,East
Pineapples,17,8.810431044248089,2023-11-24,South
Grapes,3,5.342009096351777,2023-11-24,West
Bananas,3,8.173348706357707,2023-09-23,North
Grapes,2,5.467204405326749,2023-07-26,East
Apples,1,3.6867198569491193,2023-01-25,East
Oranges,12,6.448968698974907,2023-12-01,North
Oranges,5,1.1944451347837122,2023-04-06,South
Oranges,4,5.786667622903972,2023-10-25,West
Strawberries,16,5.083952607304564,2023-04-04,East
Bananas,3,9.993332338088175,2023-12-21,West
Strawberries,16,5.002334683383674,2023-08-25,East
Grapes,5,5.44029859458861,2023-02-04,North
Grapes,1,3.78774026375196,2023-11-17,East
Grapes,9,6.026617671627003,2023-05-25,North
Mangoes,5,7.836864449810886,2023-11-07,North
Mangoes,4,1.5722538615490584,2023-12-05,West
Mangoes,3,3.4789323313993976,2023-01-21,South
Bananas,6,1.1286311937586233,2023-03-29,East
Strawberries,19,1.6693214993333538,2023-08-21,West
Oranges,14,6.619114731196315,2023-08-04,North
Bananas,1,5.300126732540032,2023-11-14,South
Bananas,3,8.04453989271892,2023-06-25,South
Strawberries,11,1.7480803433773673,2023-09-18,South
Oranges,2,8.954188277329933,2023-02-28,North
Apples,10,5.526249223714102,2023-09-02,South
Mangoes,1,7.5539750487977,2023-05-15,South
Oranges,10,6.1453998439220126,2023-05-03,South
Apples,2,2.383501531472037,2023-09-20,West
Mangoes,14,2.138870276428642,2023-02-13,North
Apples,17,4.614262797180698,2023-04-11,South
Oranges,13,1.4639914320066334,2023-02-09,East
Grapes,16,1.2492794435074963,2023-10-06,West
Bananas,20,8.405643468327781,2023-04-06,North
Strawberries,10,1.9248266808801997,2023-03-15,West
Mangoes,3,1.870677300101372,2023-09-16,South
Strawberries,8,9.913389864560795,2023-08-11,South
Oranges,1,1.3595018401110974,2023-07-14,North
Mangoes,20,7.624199169543452,2023-01-22,West
Grapes,1,8.082914472995117,2023-11-18,North
Grapes,20,5.9409364045328825,2023-06-11,South
Grapes,19,4.647770887864652,2023-03-08,South
Mangoes,11,6.718490675534575,2023-12-25,South
Apples,10,4.243369398685827,2023-10-16,North
Grapes,14,8.301809181138413,2023-01-22,North
Strawberries,18,5.224993994833026,2023-12-04,East
Apples,9,4.544179052682425,2023-10-10,East
Oranges,15,8.891061014232314,2023-07-28,West
Mangoes,18,6.194511046111078,2023-11-27,West
Mangoes,16,7.3209630287847265,2023-10-06,North
Grapes,6,9.178576445267325,2023-03-09,West
Strawberries,20,3.4784419824515798,2023-09-10,West
Pineapples,18,2.116782211692647,2023-01-15,West
Oranges,9,4.653418395259205,2023-10-06,West
Strawberries,14,5.562673214803223,2023-08-26,West
Strawberries,18,4.371525738183283,2023-01-10,North
Pineapples,8,9.486523699316757,2023-03-28,West
Apples,6,6.590953033157588,2023-01-18,East
Mangoes,12,9.61819031328364,2023-07-04,South
Mangoes,5,4.673949966443995,2023-10-14,South
Apples,6,5.0886501750541875,2023-12-30,North
Oranges,11,6.218815049737603,2023-10-24,South
Mangoes,12,5.351620137378127,2023-05-12,West
Oranges,10,1.8223381404996908,2023-11-03,East
Bananas,7,2.757982168411224,2023-11-02,North
Apples,18,4.9493399054493254,2023-07-03,South
Mangoes,19,2.4213071960214685,2023-12-21,South
Strawberries,9,4.388653515257249,2023-06-10,East
Pineapples,1,7.09113108162534,2023-01-05,North
Pineapples,20,9.128524338654891,2023-10-07,West
Apples,1,4.618765227702821,2023-02-25,East
Bananas,18,1.7430500584264634,2023-10-08,North
Grapes,10,3.5877599087629575,2023-03-16,South
Mangoes,14,1.007130311696958,2023-04-01,South
Bananas,16,3.297508048822053,2023-10-01,East
Pineapples,16,7.0906737368049955,2023-05-10,East
Strawberries,6,4.041587184223318,2023-06-07,East
